f;t;count;st_astext
15028;14636;60;LINESTRING(676943.513999769 6578880.39599296,676143.353999785 6579303.06299321)
14655;14636;72;LINESTRING(676928.01599977 6578488.27199297,676143.353999785 6579303.06299321)
14432;14637;111;LINESTRING(676414.05299978 6579063.19299313,676032.117999787 6579255.29899325)
14912;14636;120;LINESTRING(677080.503999766 6578962.04299292,676143.353999785 6579303.06299321)
14432;15084;134;LINESTRING(676414.05299978 6579063.19299313,674901.847999809 6579713.69499359)
13253;14636;184;LINESTRING(677299.557999761 6579243.65199284,676143.353999785 6579303.06299321)
14433;14590;190;LINESTRING(676859.676999771 6578847.38799299,676357.811999781 6579111.26699315)
2066;11470;192;LINESTRING(672680.937999847 6579573.15799423,674623.823999814 6579711.16799367)
14432;14638;223;LINESTRING(676414.05299978 6579063.19299313,675755.723999793 6579270.94899334)
11644;11470;338;LINESTRING(674484.995999816 6579781.47499371,674623.823999814 6579711.16799367)
14433;14636;707;LINESTRING(676859.676999771 6578847.38799299,676143.353999785 6579303.06299321)
14432;14636;880;LINESTRING(676414.05299978 6579063.19299313,676143.353999785 6579303.06299321)
12003;16923;1;LINESTRING(673414.027999827 6585086.13699395,666294.882999922 6590342.46499567)
15036;11483;1;LINESTRING(674788.46599981 6579821.14499362,673563.78299983 6581082.44799396)
15034;12134;1;LINESTRING(675348.561999797 6581580.64499343,670933.926999874 6580083.50199468)
13184;23632;1;LINESTRING(677483.301999759 6578447.0039928,686357.315999517 6576526.76198933)
11972;11744;1;LINESTRING(672441.401999838 6588420.30199419,674362.925999797 6592701.89899358)
17036;16301;1;LINESTRING(665808.877999925 6592215.74999576,665992.508999915 6599231.80999566)
12290;16385;1;LINESTRING(670571.43099988 6579427.13299478,665649.896999926 6593061.67699579)
16779;12226;1;LINESTRING(666619.478999918 6590113.4399956,671107.037999863 6586096.51299457)
12333;14874;1;LINESTRING(670886.531999869 6584367.12799465,675124.590999806 6578361.45199354)
14579;11925;1;LINESTRING(675026.355999786 6591606.12099339,673288.233999828 6585308.07599399)
11552;14640;1;LINESTRING(673229.295999835 6581404.00099405,676277.003999779 6581242.94699315)
11443;11248;1;LINESTRING(673096.030999835 6582934.13599407,668118.497999901 6589103.65899528)
11480;14637;1;LINESTRING(673597.89899983 6580997.89899395,676032.117999787 6579255.29899325)
16952;16261;1;LINESTRING(665555.989999931 6589086.22299584,666199.597999926 6587488.01899572)
12325;11248;1;LINESTRING(671970.398999852 6584280.77599436,668118.497999901 6589103.65899528)
17037;16738;1;LINESTRING(665639.244999927 6592198.19599579,665626.62599992 6598865.39399574)
15499;12290;1;LINESTRING(676280.534999791 6574593.05399324,670571.43099988 6579427.13299478)
12055;11135;1;LINESTRING(669875.083999879 6587512.34599487,667284.798999907 6592892.03099543)
16384;11242;1;LINESTRING(665063.908999931 6594656.29499589,668258.858999899 6589001.48699524)
11244;12325;1;LINESTRING(668705.754999894 6588623.78099514,671970.398999852 6584280.77599436)
11480;11474;1;LINESTRING(673597.89899983 6580997.89899395,672917.181999842 6580695.33599415)
12325;14874;1;LINESTRING(671970.398999852 6584280.77599436,675124.590999806 6578361.45199354)
11480;15037;1;LINESTRING(673597.89899983 6580997.89899395,675033.460999807 6579364.18599355)
15687;11496;1;LINESTRING(676916.22399978 6573247.43699305,674332.131999816 6581245.28799374)
12415;16731;1;LINESTRING(671322.92999986 6585755.68599452,665004.011999931 6594813.5409959)
17147;7609;1;LINESTRING(665736.972999926 6591775.95399578,663575.086999929 6611726.74999605)
6478;15750;1;LINESTRING(663221.65199996 6583573.73099634,673198.927999847 6574002.84299415)
12199;14870;1;LINESTRING(671207.89999987 6580160.02099461,674967.236999808 6578929.45399358)
12024;11243;1;LINESTRING(671342.712999861 6584423.15299453,668414.983999897 6588881.41599521)
16385;11219;1;LINESTRING(665649.896999926 6593061.67699579,668779.268999893 6588398.04299513)
13129;11069;1;LINESTRING(671025.946999849 6596892.80499447,667307.896999906 6593440.21899542)
12129;12199;1;LINESTRING(671952.676999852 6584485.02699437,671207.89999987 6580160.02099461)
4570;11470;1;LINESTRING(662180.266999985 6565617.42899665,674623.823999814 6579711.16799367)
11973;11577;1;LINESTRING(672413.234999838 6588681.91699419,674611.25999981 6581656.70099365)
11074;16923;1;LINESTRING(668208.170999892 6595289.62399519,666294.882999922 6590342.46499567)
15046;11900;1;LINESTRING(674731.111999808 6581502.17799362,672922.307999832 6586915.87799407)
11458;15195;1;LINESTRING(673462.060999829 6583011.76299397,667759.267999922 6575188.59599549)
11243;12180;1;LINESTRING(668414.983999897 6588881.41599521,671739.716999855 6584635.62999442)
11496;6898;1;LINESTRING(674332.131999816 6581245.28799374,661073.206999976 6585317.04899671)
13052;16976;1;LINESTRING(672724.67199982 6596765.31599401,665398.278999928 6593745.00699583)
16385;12226;1;LINESTRING(665649.896999926 6593061.67699579,671107.037999863 6586096.51299457)
14939;12028;1;LINESTRING(675154.250999801 6581072.3729935,670885.221999868 6584687.63799465)
16736;17036;1;LINESTRING(665286.381999924 6598024.91099582,665808.877999925 6592215.74999576)
15192;16027;1;LINESTRING(676927.896999771 6578208.07899298,672407.004999855 6577238.72399433)
7624;16965;1;LINESTRING(663487.630999931 6610746.86099608,665478.857999903 6615535.21899562)
17036;16707;1;LINESTRING(665808.877999925 6592215.74999576,665532.953999921 6599148.70799576)
16923;15026;1;LINESTRING(666294.882999922 6590342.46499567,675423.986999795 6581833.5179934)
13267;14636;1;LINESTRING(677482.338999758 6579052.89599279,676143.353999785 6579303.06299321)
11649;12230;1;LINESTRING(672009.544999856 6580925.30399439,671247.208999861 6585874.24799454)
7624;16784;1;LINESTRING(663487.630999931 6610746.86099608,665364.611999904 6615742.29499565)
11552;14636;1;LINESTRING(673229.295999835 6581404.00099405,676143.353999785 6579303.06299321)
13232;11577;1;LINESTRING(678728.520999721 6583252.3279923,674611.25999981 6581656.70099365)
11443;16923;1;LINESTRING(673096.030999835 6582934.13599407,666294.882999922 6590342.46499567)
7424;16809;1;LINESTRING(663900.843999933 6604474.97499605,665911.815999924 6592056.41199574)
11248;11426;1;LINESTRING(668118.497999901 6589103.65899528,672825.51399984 6583041.76799415)
11897;14588;1;LINESTRING(674615.988999799 6588445.65799356,674901.847999808 6579705.53699359)
15019;16407;1;LINESTRING(675076.064999803 6581109.41999352,665465.667999925 6595649.4959958)
12114;16738;1;LINESTRING(671203.747999869 6580630.59099461,665626.62599992 6598865.39399574)
12336;11580;1;LINESTRING(670496.108999875 6584180.42799475,673057.085999842 6579215.27299413)
16041;12025;1;LINESTRING(670623.747999881 6578202.96999478,671452.43499986 6584424.1209945)
15931;12114;1;LINESTRING(673501.961999838 6576990.02399403,671203.747999869 6580630.59099461)
79;11483;1;LINESTRING(675109.831999805 6579126.14899354,673563.78299983 6581082.44799396)
16730;11591;1;LINESTRING(664957.496999931 6595588.34199591,673696.618999831 6579080.04099395)
16779;16730;1;LINESTRING(666619.478999918 6590113.4399956,664957.496999931 6595588.34199591)
11243;12101;1;LINESTRING(668414.983999897 6588881.41599521,671849.897999857 6582219.15599442)
79;15458;1;LINESTRING(675109.831999805 6579126.14899354,675773.848999803 6573252.13499341)
15433;15784;1;LINESTRING(676729.263999785 6572936.74999312,671620.028999873 6573375.83299458)
11552;11248;1;LINESTRING(673229.295999835 6581404.00099405,668118.497999901 6589103.65899528)
12325;16923;1;LINESTRING(671970.398999852 6584280.77599436,666294.882999922 6590342.46499567)
15739;15962;1;LINESTRING(676699.846999777 6577669.13899306,671813.772999864 6577874.93599448)
11483;14439;1;LINESTRING(673563.78299983 6581082.44799396,676357.202999781 6579110.10899315)
7424;16385;1;LINESTRING(663900.843999933 6604474.97499605,665649.896999926 6593061.67699579)
16730;16924;1;LINESTRING(664957.496999931 6595588.34199591,666531.666999919 6590171.36499562)
10987;1278;1;LINESTRING(667115.893999922 6581499.89199557,673213.644999837 6581065.86599406)
11248;11409;1;LINESTRING(668118.497999901 6589103.65899528,672674.211999842 6583149.78999419)
1278;12230;1;LINESTRING(673213.644999837 6581065.86599406,671247.208999861 6585874.24799454)
16017;15325;1;LINESTRING(672395.604999855 6577230.58799433,677423.235999761 6578026.04399282)
16736;11493;1;LINESTRING(665286.381999924 6598024.91099582,673510.17199983 6582215.27099397)
14268;12919;1;LINESTRING(679274.670999673 6599617.90999183,666922.729999902 6600713.30399544)
11491;12323;1;LINESTRING(673536.444999831 6580747.82899397,670876.114999866 6586072.71799463)
11331;15313;1;LINESTRING(666836.882999915 6590211.05899556,671575.035999868 6577505.60599455)
12042;15035;1;LINESTRING(670372.997999878 6583304.08299479,674709.23899981 6580522.07199364)
11248;11509;1;LINESTRING(668118.497999901 6589103.65899528,674107.552999818 6582877.39999378)
15931;12415;1;LINESTRING(673501.961999838 6576990.02399403,671322.92999986 6585755.68599452)
11492;15936;1;LINESTRING(673988.148999823 6580931.26999384,673959.94999983 6576468.65499391)
14588;12035;1;LINESTRING(674901.847999808 6579705.53699359,672003.445999855 6581872.57299438)
16202;16697;1;LINESTRING(666427.316999921 6589673.17799565,665368.232999923 6598571.8089958)
11600;7563;1;LINESTRING(672683.809999844 6581802.3269942,663765.18499993 6608700.58999604)
14770;17051;1;LINESTRING(675308.186999803 6578433.66299349,665674.889999954 6566549.039996)
16923;12180;1;LINESTRING(666294.882999922 6590342.46499567,671739.716999855 6584635.62999442)
16362;12199;1;LINESTRING(665916.122999942 6574975.51299588,671207.89999987 6580160.02099461)
79;15792;1;LINESTRING(675109.831999805 6579126.14899354,669669.9349999 6573534.20099506)
13251;14636;1;LINESTRING(679649.002999707 6579073.13399203,676143.353999785 6579303.06299321)
16736;16809;1;LINESTRING(665286.381999924 6598024.91099582,665911.815999924 6592056.41199574)
15719;11561;1;LINESTRING(676732.269999786 6572295.88999312,672771.345999842 6582128.33399417)
11491;15339;1;LINESTRING(673536.444999831 6580747.82899397,672780.75499985 6576870.92499423)
15876;6861;1;LINESTRING(669726.973999896 6576462.40099502,661536.26399997 6588214.14899661)
11531;15354;1;LINESTRING(673884.632999822 6582419.77399386,675452.646999802 6577712.52899345)
10966;11470;1;LINESTRING(667147.841999922 6581532.60499556,674623.823999814 6579711.16799367)
11649;15711;1;LINESTRING(672009.544999856 6580925.30399439,668887.039999907 6576551.21599522)
12301;11248;1;LINESTRING(670672.198999879 6579300.37399476,668118.497999901 6589103.65899528)
12302;14543;1;LINESTRING(670867.962999876 6579048.78699471,675784.199999788 6581707.90199329)
13415;15513;1;LINESTRING(682149.552999642 6579038.82999109,684496.210999577 6577054.14599015)
13819;14999;1;LINESTRING(681185.704999668 6579387.69799146,674849.124999809 6579621.41099361)
14770;14375;1;LINESTRING(675308.186999803 6578433.66299349,676446.447999772 6583317.99699306)
16385;11243;1;LINESTRING(665649.896999926 6593061.67699579,668414.983999897 6588881.41599521)
15464;11470;1;LINESTRING(676801.303999782 6573345.55699309,674623.823999814 6579711.16799367)
16730;16779;1;LINESTRING(664957.496999931 6595588.34199591,666619.478999918 6590113.4399956)
13184;14929;1;LINESTRING(677483.301999759 6578447.0039928,674715.936999812 6579721.28199364)
16736;16779;1;LINESTRING(665286.381999924 6598024.91099582,666619.478999918 6590113.4399956)
12415;16385;1;LINESTRING(671322.92999986 6585755.68599452,665649.896999926 6593061.67699579)
11224;10987;1;LINESTRING(667819.920999908 6586079.99599537,667115.893999922 6581499.89199557)
16731;16327;1;LINESTRING(665004.011999931 6594813.5409959,666478.32499992 6590036.59499563)
14601;11470;1;LINESTRING(674747.928999797 6588428.25999352,674623.823999814 6579711.16799367)
11481;11248;1;LINESTRING(673669.097999829 6580822.86799394,668118.497999901 6589103.65899528)
15192;16135;1;LINESTRING(676927.896999771 6578208.07899298,672839.071999849 6577033.25799422)
11491;12028;1;LINESTRING(673536.444999831 6580747.82899397,670885.221999868 6584687.63799465)
16384;7424;1;LINESTRING(665063.908999931 6594656.29499589,663900.843999933 6604474.97499605)
17147;16788;1;LINESTRING(665736.972999926 6591775.95399578,665709.314999917 6600352.64099571)
15046;12042;1;LINESTRING(674731.111999808 6581502.17799362,670372.997999878 6583304.08299479)
15439;9460;1;LINESTRING(675786.691999801 6574380.10899339,670014.260999899 6570486.87699501)
6248;18571;1;LINESTRING(646617.699000034 6601316.26999847,645450.234000036 6602344.90999857)
16783;7405;1;LINESTRING(665151.750999906 6615816.19499569,663871.87399993 6607633.58499603)
16779;12227;1;LINESTRING(666619.478999918 6590113.4399956,671133.800999863 6586053.84399457)
14672;13161;1;LINESTRING(676163.808999782 6580682.66499319,677615.663999744 6584858.75599265)
14874;14869;1;LINESTRING(675124.590999806 6578361.45199354,674909.235999788 6591720.68199343)
11373;16385;1;LINESTRING(667041.180999919 6585052.51499556,665649.896999926 6593061.67699579)
14588;15030;1;LINESTRING(674901.847999808 6579705.53699359,677206.584999765 6578406.65899289)
14672;15251;1;LINESTRING(676163.808999782 6580682.66499319,675421.209999802 6577403.87699346)
15019;12028;1;LINESTRING(675076.064999803 6581109.41999352,670885.221999868 6584687.63799465)
16995;11997;1;LINESTRING(665538.675999902 6615302.48599561,672805.116999835 6586221.57199411)
16731;11216;1;LINESTRING(665004.011999931 6594813.5409959,669066.03999989 6588223.56299506)
12031;14928;1;LINESTRING(671008.382999867 6584501.58199462,674850.998999809 6579796.9059936)
11491;6550;1;LINESTRING(673536.444999831 6580747.82899397,664064.402999953 6582819.55299619)
16135;13250;1;LINESTRING(672839.071999849 6577033.25799422,678048.066999746 6578613.8179926)
11669;15393;1;LINESTRING(674104.6129998 6593403.88699365,676582.062999779 6577663.2129931)
14636;13219;1;LINESTRING(676143.353999785 6579303.06299321,677644.355999754 6579080.35399273)
11483;11474;1;LINESTRING(673563.78299983 6581082.44799396,672917.181999842 6580695.33599415)
15433;14638;1;LINESTRING(676729.263999785 6572936.74999312,675755.723999793 6579270.94899334)
14874;11601;1;LINESTRING(675124.590999806 6578361.45199354,672823.531999842 6581844.01299416)
16786;7629;1;LINESTRING(665176.919999907 6615420.06999569,663531.618999931 6610263.47999607)
16017;15305;1;LINESTRING(672395.604999855 6577230.58799433,676847.042999773 6578063.85899301)
12061;15281;1;LINESTRING(671160.347999868 6582282.3509946,667892.37599992 6575897.28299545)
1208;11207;1;LINESTRING(672259.999999852 6580884.34399433,667291.250999915 6586206.47299549)
13776;14638;1;LINESTRING(679382.921999714 6579392.86199212,675755.723999793 6579270.94899334)
12024;14588;1;LINESTRING(671342.712999861 6584423.15299453,674901.847999808 6579705.53699359)
9844;15821;1;LINESTRING(677368.582999776 6570443.88399295,671025.92499988 6575054.86299471)
15818;13250;1;LINESTRING(670867.366999879 6576889.13799473,678048.066999746 6578613.8179926)
11483;11629;1;LINESTRING(673563.78299983 6581082.44799396,672940.974999841 6580794.60799414)
14588;11481;1;LINESTRING(674901.847999808 6579705.53699359,673669.097999829 6580822.86799394)
15310;4513;1;LINESTRING(668389.882999913 6575972.29499534,663538.815999968 6571854.27599637)
12055;17036;1;LINESTRING(669875.083999879 6587512.34599487,665808.877999925 6592215.74999576)
16731;16744;1;LINESTRING(665004.011999931 6594813.5409959,665470.785999919 6601120.61299575)
14668;12028;1;LINESTRING(676895.302999762 6583241.16199292,670885.221999868 6584687.63799465)
11972;14999;1;LINESTRING(672441.401999838 6588420.30199419,674849.124999809 6579621.41099361)
15931;13251;1;LINESTRING(673501.961999838 6576990.02399403,679649.002999707 6579073.13399203)
11552;79;1;LINESTRING(673229.295999835 6581404.00099405,675109.831999805 6579126.14899354)
15931;12139;1;LINESTRING(673501.961999838 6576990.02399403,671879.414999858 6580772.75199443)
14636;13185;1;LINESTRING(676143.353999785 6579303.06299321,677875.574999749 6579007.66599265)
16779;17099;1;LINESTRING(666619.478999918 6590113.4399956,665526.63199992 6599896.50299575)
13248;17003;1;LINESTRING(677701.165999748 6581334.68399268,666588.205999944 6567067.99899581)
12137;15251;1;LINESTRING(671703.468999861 6580858.48999448,675421.209999802 6577403.87699346)
15915;12420;1;LINESTRING(668557.493999912 6575341.4299953,672386.575999844 6585003.19999425)
10483;15397;1;LINESTRING(682124.558999663 6570456.93899125,676662.491999785 6573269.88899313)
14636;13816;1;LINESTRING(676143.353999785 6579303.06299321,680740.68099968 6579219.83299163)
11026;11426;1;LINESTRING(668663.089999906 6579574.49399524,672825.51399984 6583041.76799415)
12199;16000;1;LINESTRING(671207.89999987 6580160.02099461,672953.990999848 6576499.46799419)
11600;11248;1;LINESTRING(672683.809999844 6581802.3269942,668118.497999901 6589103.65899528)
15490;13251;1;LINESTRING(674690.734999817 6577044.40999369,679649.002999707 6579073.13399203)
17000;10953;1;LINESTRING(665382.064999956 6566993.42199605,667570.570999918 6580406.62099548)
17099;7405;1;LINESTRING(665526.63199992 6599896.50299575,663871.87399993 6607633.58499603)
13169;17147;1;LINESTRING(666715.821999907 6598636.95899551,665736.972999926 6591775.95399578)
11586;11520;1;LINESTRING(672245.234999856 6578315.48499436,674524.899999813 6581109.74299368)
16457;14961;1;LINESTRING(665021.28199994 6585810.80799598,674657.123999808 6582554.61099363)
4560;9012;1;LINESTRING(663461.628999974 6565661.92099642,667301.689999935 6568300.00599565)
16784;10926;1;LINESTRING(665364.611999904 6615742.29499565,668893.547999898 6583506.12299515)
14871;7823;1;LINESTRING(674809.829999811 6578882.55499363,660235.89899996 6611976.14299667)
13254;14637;1;LINESTRING(677499.487999758 6578768.24799278,676032.117999787 6579255.29899325)
16697;16924;1;LINESTRING(665368.232999923 6598571.8089958,666531.666999919 6590171.36499562)
15999;12170;1;LINESTRING(673789.121999833 6577055.49099395,671220.490999869 6580713.6319946)
17145;16759;1;LINESTRING(666664.077999917 6590197.46599559,664388.094999936 6596361.30099602)
15084;11552;1;LINESTRING(674901.847999809 6579713.69499359,673229.295999835 6581404.00099405)
15029;15965;1;LINESTRING(677246.970999764 6578229.67599288,672738.82499985 6577001.28099424)
11613;15257;1;LINESTRING(673639.584999828 6581642.93199393,675548.9529998 6577169.78299343)
14968;15580;1;LINESTRING(674756.140999808 6581499.48199361,675777.510999797 6576500.23399337)
6780;6477;1;LINESTRING(662993.150999957 6588944.67999634,663263.377999959 6583590.72999633)
15397;14797;1;LINESTRING(676662.491999785 6573269.88899313,675419.7649998 6578755.96299345)
8464;11274;1;LINESTRING(654994.930000005 6599037.86399755,669077.636999892 6586281.38699508)
14768;14439;1;LINESTRING(675759.164999793 6579090.01999334,676357.202999781 6579110.10899315)
13704;11448;1;LINESTRING(681602.052999656 6579518.7199913,672662.697999849 6579087.51699424)
16991;11417;1;LINESTRING(665080.994999908 6615642.86599571,672507.926999845 6582825.54299424)
21770;11023;1;LINESTRING(688072.13999946 6574806.77898855,668830.585999898 6584102.25999516)
11470;16448;1;LINESTRING(674623.823999814 6579711.16799367,665718.191999946 6573506.36899593)
11216;11539;1;LINESTRING(669066.03999989 6588223.56299506,672275.65299985 6582646.2439943)
16744;16333;1;LINESTRING(665470.785999919 6601120.61299575,664098.038999922 6612813.91399594)
15305;11495;1;LINESTRING(676847.042999773 6578063.85899301,674352.025999816 6581101.65099373)
11540;16923;1;LINESTRING(672225.220999851 6582166.71199432,666294.882999922 6590342.46499567)
16460;12028;1;LINESTRING(666103.547999929 6585299.01099575,670885.221999868 6584687.63799465)
11437;11242;1;LINESTRING(672716.021999841 6583507.43799417,668258.858999899 6589001.48699524)
15283;11603;1;LINESTRING(671605.890999867 6577434.49099454,672681.344999845 6581180.39999421)
11563;13250;1;LINESTRING(674501.674999815 6580158.6159937,678048.066999746 6578613.8179926)
13250;9072;1;LINESTRING(678048.066999746 6578613.8179926,668434.473999922 6568611.0759954)
15275;19528;1;LINESTRING(676186.97899979 6575961.70199325,691380.561999307 6579740.61698668)
16159;15323;1;LINESTRING(672078.10299986 6577575.68599441,677135.648999767 6577859.72599292)
23515;19102;1;LINESTRING(685922.979999523 6579532.55398946,688475.205999424 6581378.88598819)
12381;11331;1;LINESTRING(671188.833999869 6580582.41899461,666836.882999915 6590211.05899556)
13426;13456;1;LINESTRING(684942.331999556 6579660.1569899,684645.183999568 6578891.67399005)
14587;12383;1;LINESTRING(677289.902999763 6578503.15199286,670632.822999879 6579682.83399476)
11545;15173;1;LINESTRING(673610.196999828 6582005.51699394,670287.769999888 6576368.20699488)
15528;11498;1;LINESTRING(676297.73599979 6574514.27399323,674186.919999822 6579378.9309938)
15029;11008;1;LINESTRING(677246.970999764 6578229.67599288,668069.381999909 6582974.22799535)
12101;12055;1;LINESTRING(671849.897999857 6582219.15599442,669875.083999879 6587512.34599487)
11551;11480;1;LINESTRING(672506.437999847 6581505.22699425,673597.89899983 6580997.89899395)
11015;11470;1;LINESTRING(667324.121999917 6583914.0379955,674623.823999814 6579711.16799367)
16401;12072;1;LINESTRING(665797.973999925 6592311.10199576,669628.929999882 6587920.29299493)
9804;9938;1;LINESTRING(678189.938999759 6570217.85999268,679303.14999975 6562121.78699243)
10767;16062;1;LINESTRING(675444.427999813 6571122.48999354,671864.629999868 6574159.16599451)
15084;12193;1;LINESTRING(674901.847999809 6579713.69499359,671968.798999858 6580450.88799441)
12180;15412;1;LINESTRING(671739.716999855 6584635.62999442,676974.073999773 6576666.11999299)
16327;16731;1;LINESTRING(666478.32499992 6590036.59499563,665004.011999931 6594813.5409959)
12180;16955;1;LINESTRING(671739.716999855 6584635.62999442,664797.484999939 6589695.42299599)
14637;13219;1;LINESTRING(676032.117999787 6579255.29899325,677644.355999754 6579080.35399273)
11744;13042;1;LINESTRING(674362.925999797 6592701.89899358,674111.808999789 6600257.62199356)
11567;15170;1;LINESTRING(674348.955999815 6582015.46499372,670719.272999882 6576710.73899477)
12330;6835;1;LINESTRING(670783.108999871 6583701.98499468,662704.937999963 6584902.89599643)
11470;13184;1;LINESTRING(674623.823999814 6579711.16799367,677483.301999759 6578447.0039928)
14673;12348;1;LINESTRING(676376.725999779 6580253.31299313,670460.129999871 6587335.46599472)
15084;12055;1;LINESTRING(674901.847999809 6579713.69499359,669875.083999879 6587512.34599487)
11893;13727;1;LINESTRING(672213.831999842 6588408.54499425,682076.584999629 6585411.561991)
11893;15084;1;LINESTRING(672213.831999842 6588408.54499425,674901.847999809 6579713.69499359)
16832;11248;1;LINESTRING(664913.980999942 6585651.534996,668118.497999901 6589103.65899528)
12169;15393;1;LINESTRING(671692.356999855 6585340.23099443,676582.062999779 6577663.2129931)
11498;11481;1;LINESTRING(674186.919999822 6579378.9309938,673669.097999829 6580822.86799394)
11470;12150;1;LINESTRING(674623.823999814 6579711.16799367,671365.75999986 6585310.87799451)
14929;13250;1;LINESTRING(674715.936999812 6579721.28199364,678048.066999746 6578613.8179926)
12381;16786;1;LINESTRING(671188.833999869 6580582.41899461,665176.919999907 6615420.06999569)
13250;15084;1;LINESTRING(678048.066999746 6578613.8179926,674901.847999809 6579713.69499359)
14644;15587;1;LINESTRING(677132.64999976 6581983.19399286,677120.824999778 6572327.586993)
16697;7563;1;LINESTRING(665368.232999923 6598571.8089958,663765.18499993 6608700.58999604)
12180;16385;1;LINESTRING(671739.716999855 6584635.62999442,665649.896999926 6593061.67699579)
16707;16385;1;LINESTRING(665532.953999921 6599148.70799576,665649.896999926 6593061.67699579)
10913;6562;1;LINESTRING(667938.312999912 6581330.91799539,663161.037999964 6579192.41999638)
14637;13250;1;LINESTRING(676032.117999787 6579255.29899325,678048.066999746 6578613.8179926)
16059;14874;1;LINESTRING(669759.347999894 6577215.666995,675124.590999806 6578361.45199354)
16401;12169;1;LINESTRING(665797.973999925 6592311.10199576,671692.356999855 6585340.23099443)
11437;11243;1;LINESTRING(672716.021999841 6583507.43799417,668414.983999897 6588881.41599521)
12138;15149;1;LINESTRING(671809.43699986 6580830.87499445,675385.795999803 6577575.72099347)
16957;12003;1;LINESTRING(664632.465999915 6613491.28899582,673414.027999827 6585086.13699395)
14673;12342;1;LINESTRING(676376.725999779 6580253.31299313,671384.200999865 6581911.56499455)
10913;12383;1;LINESTRING(667938.312999912 6581330.91799539,670632.822999879 6579682.83399476)
11863;14932;1;LINESTRING(672010.877999851 6584488.23199435,674942.995999807 6580022.98399357)
16707;16809;1;LINESTRING(665532.953999921 6599148.70799576,665911.815999924 6592056.41199574)
11495;10942;1;LINESTRING(674352.025999816 6581101.65099373,668207.962999907 6583233.86299531)
10915;14637;1;LINESTRING(668413.130999906 6581834.58499528,676032.117999787 6579255.29899325)
15213;13250;1;LINESTRING(671996.130999861 6577623.98199443,678048.066999746 6578613.8179926)
11172;11611;1;LINESTRING(667572.373999905 6591211.80499538,674097.415999821 6580742.62499381)
13219;14590;1;LINESTRING(677644.355999754 6579080.35399273,676357.811999781 6579111.26699315)
11544;11991;1;LINESTRING(672466.718999848 6581874.68499426,672780.722999835 6586739.19099411)
10338;9818;1;LINESTRING(680078.966999727 6564756.56899211,678018.406999763 6570036.81299274)
14799;11552;1;LINESTRING(675042.531999808 6578656.40999356,673229.295999835 6581404.00099405)
11216;16731;1;LINESTRING(669066.03999989 6588223.56299506,665004.011999931 6594813.5409959)
14968;11886;1;LINESTRING(674756.140999808 6581499.48199361,672698.179999835 6587919.49699412)
15026;16784;1;LINESTRING(675423.986999795 6581833.5179934,665364.611999904 6615742.29499565)
7350;17095;1;LINESTRING(663792.312999931 6607554.66799604,665421.978999921 6599766.25499578)
6681;16726;1;LINESTRING(661807.084999966 6590483.02999655,666020.86199992 6594842.36899569)
16991;9421;1;LINESTRING(665080.994999908 6615642.86599571,669953.2089999 6570605.61899502)
15213;15323;1;LINESTRING(671996.130999861 6577623.98199443,677135.648999767 6577859.72599292)
12213;10727;1;LINESTRING(671970.407999854 6582959.49399438,668922.5639999 6581058.81599516)
16381;11527;1;LINESTRING(665042.384999928 6597296.91599587,672878.15499984 6582431.57899414)
16028;13250;1;LINESTRING(672352.753999856 6577353.04899434,678048.066999746 6578613.8179926)
14590;13283;1;LINESTRING(676357.811999781 6579111.26699315,677347.996999761 6578566.84599284)
11470;15499;1;LINESTRING(674623.823999814 6579711.16799367,676280.534999791 6574593.05399324)
12101;11895;1;LINESTRING(671849.897999857 6582219.15599442,672238.836999841 6588572.82099424)
11426;12055;1;LINESTRING(672825.51399984 6583041.76799415,669875.083999879 6587512.34599487)
14458;9076;1;LINESTRING(676097.334999779 6583116.46999318,669273.962999911 6569034.1619952)
11470;16019;1;LINESTRING(674623.823999814 6579711.16799367,672217.683999858 6577432.89999438)
15643;10297;1;LINESTRING(678243.359999751 6573858.93199261,680033.75899972 6568411.45499207)
14590;15339;1;LINESTRING(676357.811999781 6579111.26699315,672780.75499985 6576870.92499423)
15482;15818;1;LINESTRING(676358.165999785 6577017.60599318,670867.366999879 6576889.13799473)
10913;15887;1;LINESTRING(667938.312999912 6581330.91799539,669698.987999897 6575904.15599503)
13469;11495;1;LINESTRING(683181.620999611 6579451.86199066,674352.025999816 6581101.65099373)
16401;12962;1;LINESTRING(665797.973999925 6592311.10199576,669435.623999874 6596652.67099489)
14430;12129;1;LINESTRING(676567.631999769 6583308.79799302,671952.676999852 6584485.02699437)
12295;14874;1;LINESTRING(671811.136999858 6581642.78199444,675124.590999806 6578361.45199354)
10539;10809;1;LINESTRING(682229.686999661 6570310.73299121,676156.315999798 6571742.00599331)
11901;16385;1;LINESTRING(674244.431999806 6588579.13199367,665649.896999926 6593061.67699579)
6544;11580;1;LINESTRING(663308.431999959 6583491.50499632,673057.085999842 6579215.27299413)
11651;11216;1;LINESTRING(672194.158999852 6581738.90599433,669066.03999989 6588223.56299506)
12101;16923;1;LINESTRING(671849.897999857 6582219.15599442,666294.882999922 6590342.46499567)
13431;11481;1;LINESTRING(682939.796999608 6583815.26699068,673669.097999829 6580822.86799394)
16401;16697;1;LINESTRING(665797.973999925 6592311.10199576,665368.232999923 6598571.8089958)
11470;15688;1;LINESTRING(674623.823999814 6579711.16799367,677522.367999767 6573268.79799286)
